ROOF AGE,Permit Number,Permit Type,Description,Address,LAT,LON
20,2005061972,Building/Trade Permits/Residential/Roofing,RE-ROOF; TILE REPLACEMENT SLOPE:4/12,"2017 PANAMA BLVD, ENGLEWOOD 34224",26.871954309012917,-82.31243598
20,2005061990,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:5/12,"5378 WINFREE ST, PORT CHARLOTTE 33981",26.94967258414877,-82.22350314
20,2005062007,Building/Accessories/Residential/Lanai,REPLACE ROOF PANS,"272 SUMMERSET DR, PUNTA GORDA 33982",27.029149410678254,-81.9716351
20,2005062113,Building/Construction/Residential/Miscellaneous,"SHINGLE  ROOF OVER GARAGE FLAT & REMAINING  SLOPE 4/12 , DRYWALL & INSULATION **ORIG 7/7/05**","3023 CONWAY BLVD, PORT CHARLOTTE 33952",26.987630724302626,-82.08673093
20,2005061880,Building/Trade Permits/Residential/Roofing,"RERROOF REPLACEMENT FIRESTONE TPO/MA SLOPE 1/8""","2000 TAMIAMI TER, PORT CHARLOTTE 33948",27.004341702133832,-82.12815572
20,2005061873,Building/Trade Permits/Residential/Roofing,"REROOF, REPLACEMENT, FLAT MODIFIED, FIRESTONE","2143 BENDWAY DR, PORT CHARLOTTE 33948",26.99937822145525,-82.15565496
20,2005061955,Building/Trade Permits/Residential/Roofing,REROOF REPLACEMENT ROLLED SLOPE ??,"3309 EDGEHILL TER, PORT CHARLOTTE 33952",26.98089794190386,-82.09380336
20,2005061926,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLE SLOPE 4/12  FLAT 11 SQ'S","7462 SAN CASA DR, ENGLEWOOD 34224",26.91179416104256,-82.32502821
20,2005061910,Building/Trade Permits/Residential/Roofing,REROOF RECOVER SHINGLE SLOPE ??,"17451 REAPER AVE, PORT CHARLOTTE 33948",26.99007989962808,-82.15851598
20,2005053879,Building/Trade Permits/Residential/Roofing,RE-ROOF ** ORIG 6/16/05**,"22024 FELTON AVE, PORT CHARLOTTE 33952",26.99068638,-82.08727259
20,2005053882,Building/Trade Permits/Residential/Roofing,REPLACE STORM DAMAGED SHINGLE ROOFING,"22486 OLEAN BLVD, PORT CHARLOTTE 33952",26.987899872902588,-82.07479103
20,2005053865,Building/Trade Permits/Residential/Roofing,RE-ROOF,"18050 GARVIN AVE, PORT CHARLOTTE 33948",27.002716171460715,-82.15444179
20,2005053869,Building/Trade Permits/Residential/Roofing,ROOF OVER,"9312 ANITA AVE, ENGLEWOOD 34224",26.93322727175959,-82.29809847
20,2005053860,Building/Trade Permits/Residential/Roofing,REROOF SHINGLES,"18439 LAMONT AVE, PORT CHARLOTTE 33948",26.98444353253377,-82.1426087
20,2005061958,Building/Accessories/Residential/Lanai,"REPLACE LANAI, ROOF AND WALLS  -  STORM DAMAGE","2621 CHAPMAN BLVD, PUNTA GORDA 33950",26.914585154163575,-82.05442042
20,2005061908,Building/Trade Permits/Residential/Roofing,REROOF--REPLACEMENT--METAL,"27404 SAN MARINO DR, PUNTA GORDA 33983",26.987499136462393,-81.99626928
20,2005053863,Building/Trade Permits/Residential/Roofing,"REPLACE SHEETING, SHINGLES  FLAT MODIFIED BITUMEN","2425 BECKERS, ENGLEWOOD 34224",,
20,2005061902,Building/Trade Permits/Residential/Roofing,REROOF--REPLACEMENT--SHINGLE--SLOPE ??,"17131 DOYLE AVE, PORT CHARLOTTE 33954",27.02921663396452,-82.16942594
20,2005061879,Building/Trade Permits/Residential/Roofing,"REROOF, REPLACMENT, FLAT MODIFIED,","1222 WATERSIDE ST, PORT CHARLOTTE 33952",27.011528028923962,-82.09502412
20,2005061877,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLES  SLOPE 6/12","1235 SHERIDAN DR, PORT CHARLOTTE 33948",27.00284954370042,-82.13291166
20,2005061862,Building/Construction/Commercial/Miscellaneous,REMOVE AND REPLACE EXISTING PRE ENGINNERED METAL BUILDING. PLAN ALTERATION: METAL BUILD PLANS MUST BE REVI,"28000 AIRPORT RD, PUNTA GORDA 33982",26.915198971428012,-81.99777142
20,2005061883,Building/Accessories/Residential/Carport,ALUMINUM CARPORT WITH INSULATED ROOF,"21380 EDGEWATER DR, PORT CHARLOTTE 33952",26.96619798672069,-82.09779363
20,2005053881,Building/Trade Permits/Residential/Roofing,REPLACE STORM DAMAGED SHINGLE ROOF----------------ORIGINAL 06-16-2005,"25487 TEVESINE CT, PUNTA GORDA 33983",27.018577518390405,-82.02613065
20,2005053871,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"346 WILMERS RD, PUNTA GORDA 33982",27.02567659,-81.9708481
20,2005053856,Building/Trade Permits/Residential/Roofing,35SQ RE ROOF---ORIG DATE 6/16/05,"8271 PARKSIDE DR, ENGLEWOOD 34224",26.92500488,-82.31071466
20,2005050509,Building/Accessories/Residential/Lanai,LOT RU 182 INSTALL FREE STANDING 12'X12'X12' SCREEN ROOM & 14'X12' ROOF,"35711 WASHINGTON LOOP RD, PUNTA GORDA 33982",26.972623747777078,-81.8953654
20,2005061617,Building/Accessories/Commercial/Sign,"25 S.F. SIGN (SCHOOLHOUSE SQ SHOPPING CTR.) "" TILE CENTER""   07/14/2005","4300 KINGS HWY, PORT CHARLOTTE 33980",26.96336550992642,-82.07064057
20,2005061721,Building/Accessories/Residential/Lanai,37 EMDEN REPLACE CARPORT PANS ROOF OVER,"37 EMDEN CIR, PUNTA GORDA 33950",26.90245814362675,-82.04280846
20,2005053834,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE & MODIFIED-STORM DAMAGE,"18843 ASHCROFT CIR, PORT CHARLOTTE 33948",26.955890671357064,-82.1372223
20,2005053825,Building/Trade Permits/Residential/Roofing,TEAR OFF AND RE-ROOF,"26514 COPIAPO CIR, PUNTA GORDA 33983",27.02800378433138,-82.01695256
20,2005061764,Building/Construction/Residential/Remodel,REROOF REPLACEMENT METAL SLOPE ? DRYWALL INSULATION WINDOWS,"4345 MILLS ST, PORT CHARLOTTE 33980",26.96346667972175,-82.06182098
20,2005053846,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF,"373 FOUNTAIN ST, PORT CHARLOTTE 33953",27.022886386506922,-82.2081451
20,2005053844,Building/Trade Permits/Residential/Roofing,REPLACE SHINGLE AND FLAT ROOF,"1610 WOODLAWN AVE, PUNTA GORDA 33950",26.92009930528286,-82.03216558
20,2005061756,Building/Trade Permits/Residential/Roofing,REROOF REPLACEMENT SHINGLE SLOPE 4/12-----ORIGINAL 6-15-2005,"465 GARFIELD AVE, PORT CHARLOTTE 33952",26.979631563053807,-82.1147614
20,2005053833,Building/Trade Permits/Residential/Roofing,RE-ROOF MODIFIED-STORM DAMAGE,"2151 FLOYD CT, PORT CHARLOTTE 33952",26.998289040623884,-82.08436585
20,2005053835,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE& MODIFIED-STORM DAMAGE,"21367 BASSETT AVE, PORT CHARLOTTE 33952",27.010682962355805,-82.09551999
20,2005061765,Building/Accessories/Residential/Carport,"REPLACE HURRICANE DAMAGED CARPORT ROOF W/ 3"" COMPOSITE","1448 KINGFISHER DR, ENGLEWOOD 34224",26.93620692778958,-82.32008406
20,2005053839,Building/Trade Permits/Residential/Roofing,TEAR OFF & REROOF HURRICANE DAMAGE,"184 WATERSIDE ST, PORT CHARLOTTE 33954",27.027297854973536,-82.09494778
20,2005053840,Building/Trade Permits/Residential/Roofing,R/R SHINGLE TO GALVALUME  HURRICANE CHAR,"28210 NIGHTINGALE DR, PUNTA GORDA 33955",26.834806520860653,-81.98291783
20,2005053816,Building/Trade Permits/Residential/Roofing,SHINGLE REMOVAL & REPLACE W/NEW SHINGLES,"751 CRESTVIEW CIR, PORT CHARLOTTE 33948",26.998119248140732,-82.12562562
20,2005053848,Building/Trade Permits/Residential/Roofing,REPLACE SHINGLE AND FLAT ROOF,"18099 PETOSKEY CIR, PORT CHARLOTTE 33948",26.954429493063774,-82.15300757
20,2005053822,Building/Trade Permits/Residential/Roofing,REMOVE & REPLACE SHINGLE ROOF SYSTEM-------ORIGINAL 6-15-2005,"37581 WASHINGTON LOOP RD, PUNTA GORDA 33982",26.975630977686205,-81.92737758
20,2005053828,Building/Trade Permits/Residential/Roofing,FLAT RE-ROOF,"21695 AUGUSTA AVE, PORT CHARLOTTE 33952",26.99271197,-82.08737948
20,2005050508,Building/Accessories/Residential/Lanai,LOT 138 INSTALL FREE STANDING 9'X21'X9' SCREEN ROOM & 10'X23' ROOF   XREF: SL 2005032159,"35711 WASHINGTON LOOP RD, PUNTA GORDA 33982",26.972623747777078,-81.8953654
20,2005053831,Building/Trade Permits/Residential/Roofing,RE-ROOF MODIFIED-STORM DAMAGE,"21252 KNOLLWOOD AVE, PORT CHARLOTTE 33952",27.01448644210863,-82.09908289
20,2005053847,Building/Trade Permits/Residential/Roofing,REPLACE SHINGLE AND FLAT ROOF,"110 REVERE ST, PORT CHARLOTTE 33952",26.98077387558813,-82.09912104
20,2005061702,Building/Construction/Residential/Remodel,"REROOF,  REPLACEMENT, SHINGLE,  SLOPE ? DRYWALL/ INSULATION, WINDOWS & REPLACE A/C & DUCTWORK","27080 ANN ARBOR AVE, PUNTA GORDA 33983",26.983827658767613,-82.0059228
20,2005053817,Building/Trade Permits/Residential/Roofing,REMOVE OLD TILE ROOF / REPLACE W/NEW TIL,"20034 QUESADA AVE, PORT CHARLOTTE 33948",27.01084313730718,-82.1221923
20,2005046962,Building/Construction/Residential/Remodel,INTERIOR REMODEL--DRYWALL--INSULATION--REROOF--SHINGLE,"297 PARK ST, PORT CHARLOTTE 33952",26.975601249285315,-82.11422734
20,2005053820,Building/Trade Permits/Residential/Roofing,URETHANE RE-ROOF,"21850 EDGEWATER DR, PORT CHARLOTTE 33952",26.964689195235323,-82.08396906
20,2005053845,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF AND FLAT,"21062 RIDDLE AVE, PORT CHARLOTTE 33954",27.021253614469252,-82.10487365
20,2005053802,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF,"12436 KROME AVE, PORT CHARLOTTE 33981",26.982118613424813,-82.24220272
20,2005061470,Building/Trade Permits/Residential/Roofing,"REROOF REPLACEMENT, TILE, SLOPE 5/12","2511 ACHILLES ST, PORT CHARLOTTE 33980",26.98901544962338,-82.07138055
20,2005053785,Building/Trade Permits/Residential/Roofing,TEAR OFF & INSTALL NEW SHINGLE ROOF,"2133 LAKEVIEW, PORT CHARLOTTE 33948",27.00028621378033,-82.13389591
20,2005061463,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:4/12  -- STORM DAMAGE,"7447 CASTLEBERRY TER, ENGLEWOOD 34224",26.921737682473747,-82.30171963
20,2005053803,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF----ORIGINAL 6-14-2005,"1323 ABALOM ST, PORT CHARLOTTE 33980",27.008602274127355,-82.06546782
20,2005061462,Building/Trade Permits/Residential/Roofing,RE-ROOF: SHINGLE REPLACEMENT SLOPE:4/12  -- STORM DAMAGE,"62 MARINER LN, ROTONDA 33947",26.90316192,-82.28293607
20,2005061464,Building/Trade Permits/Residential/Roofing,RE-ROOF; TILE REPLACEMENT SLOPE:3/12  -- STORM DAMAGE,"160 CADDY RD, ROTONDA WEST FL 33947",26.89009100250307,-82.28218081
20,2005053768,Building/Trade Permits/Residential/Roofing,REROOF WITH SHINGLES STORM ROOF,"17113 DOYLE AVE, PORT CHARLOTTE 33954",27.029214964993844,-82.16893762
20,2005061480,Building/Trade Permits/Residential/Roofing,REROOF REPLACEMENT METAL SLOPE ?/ ORIG 06/14/05,"2090 BROAD RANCH DR, PORT CHARLOTTE 33948",26.999681359356888,-82.13013462
20,2005061508,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLE  SLOPE 3/12  STORM DAMAGE","5450 MAZE DR, PUNTA GORDA 33982",26.949569766201776,-81.99494175
20,2005061525,Building/Trade Permits/Residential/Roofing,SHINGLE ROOF REPLACE   SLOPE 5/12  38 SQ'S,"25865 AYSEN DR, PUNTA GORDA 33983",27.02468103124724,-82.04035193
20,2005061472,Building/Trade Permits/Residential/Roofing,"REROOF, REPLACEMENT, TILE, SLOPE 5/12","3387 IDLEWILD ST, PORT CHARLOTTE 33980",26.97971925539545,-82.07390589
20,2005053787,Building/Trade Permits/Residential/Roofing,TEAR OFF AND INSTALL NEW SHINGLE ROOF   ORIG 6/14/2005,"21294 COVINGTON AVE, PORT CHARLOTTE 33952",27.00782786639694,-82.09789277
20,2005053804,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF,"2360 PICNIC ST, PORT CHARLOTTE 33952",26.99312031467789,-82.10671993
20,2005061509,Building/Trade Permits/Residential/Roofing,REROOF REPLACEMENT ROLLED SLOPE 1 1/2,"22363 MIDWAY BLVD, PORT CHARLOTTE 33952",26.99914541668847,-82.0793838
20,2005061516,Building/Trade Permits/Residential/Roofing,PILOT TRAVEL CENTER REROOF REPLACEMENT,"26505 JONES LOOP RD, PUNTA GORDA 33950",26.894560607921978,-82.00924464
20,2005061512,Building/Trade Permits/Residential/Roofing,"REROOF, REPLACEMENT,, METAL/ORIG 06/14/05","529 RIO VISTA AVE, PUNTA GORDA 33982",27.020522994264045,-81.97061923
20,2005061498,Building/Trade Permits/Residential/Roofing,SHINGLE ROOF REPLACE   SLOPE 5/12  30 SQ'S,"1388 KARIN TER, PORT CHARLOTTE 33952",27.00745005032183,-82.0817719
20,2005053775,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF 36 SQUARE,"23133 CORVIN AVE, PORT CHARLOTTE 33954",27.027990271272788,-82.06990809
20,2005061496,Building/Trade Permits/Residential/Roofing,SHINGLE ROOF REPLACE  SLOPE 5/12  30 SQ'S,"399 YEAGER ST, PORT CHARLOTTE 33954",27.021261337639032,-82.11450952
20,2005053772,Building/Trade Permits/Residential/Roofing,RE ROOF URETHANE,"5351 SWAYING PALM DR, PUNTA GORDA 33982",26.958444646860443,-81.95148462
20,2005061581,Building/Construction/Residential/Remodel,REROOF REPLACEMENT TILE SLOPE 5/12,"1053 INVERNESS ST, PORT CHARLOTTE 33952",27.01616850949576,-82.07117458
20,2005061461,Building/Construction/Commercial/Miscellaneous,"FLAT RE-ROOF & FRAMING, REPAIRING BLOCK WALL AND SLAB AND PLUMBING","4732 TAMIAMI TRL, PORT CHARLOTTE FL 33980",26.959272259197935,-82.0675278
20,2005053769,Building/Trade Permits/Residential/Roofing,REROOF FLATDECK COLD PROCESS,"1015 TROPICAL AVE, PORT CHARLOTTE 33948",26.99609377107509,-82.13249976
20,2005053800,Building/Trade Permits/Residential/Roofing,RE-SHINGLE 1/2 ROOF,"4745 DUNCAN RD, PUNTA GORDA FL 33982",26.96477668938862,-81.97738557
20,2005061495,Building/Trade Permits/Residential/Roofing,SHINGLE ROOF REPLACE  SLOPE 6/12  33 SQ'S,"1008 BORDER ST, PORT CHARLOTTE 33953",27.018165573183754,-82.19550331
20,2005053805,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF---ORIG DATE 6/14/05,"20263 HILLSBOROUGH BLVD, PORT CHARLOTTE 33954",27.032198052675696,-82.11472314
20,2005061459,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:3/12   -- STORM DAMAGE,"1550 LORALIN DR, ENGLEWOOD 34223",26.941099055722294,-82.34240728
20,2005053747,Building/Trade Permits/Residential/Roofing,REPLACE SHINGLE ROOF ONLY,"2109 LAKEVIEW BLVD, PORT CHARLOTTE 33948",27.000818281064088,-82.13434601
20,2005053764,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"1469 HINTON, PORT CHARLOTTE 33952",27.004367831514035,-82.10961151
20,2005053707,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"22243 CATHERINE AVE, PORT CHARLOTTE 33952",26.996521032049525,-82.08599847
20,2005053745,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF AND FLAT---ORIG DATE 6/13/05,"15101 RICHMOND ST, PUNTA GORDA 33955",26.869035820125397,-82.00260423
20,2005053750,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF,"18512 EBB AVE, PORT CHARLOTTE 33948",26.978300059698764,-82.14027409
20,2005053765,Building/Trade Permits/Residential/Roofing,SHINGLE REROOF---ORIG DATE 6/13/05,"13534 ALBERTA, PORT CHARLOTTE 33981",26.93578898690026,-82.22318264
20,2005053758,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  (HD),"1075 ARCHER, PORT CHARLOTTE 33952",27.015750885615134,-82.11360173
20,2005061403,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:5/12  -- STORM DAMAGE,"11322 STARFLOWER AVE, ENGLEWOOD 34224",26.930143405873785,-82.26211554
20,2005053699,Building/Trade Permits/Residential/Roofing,INSTALL NEW ROOF,"18101 WINTERGARDEN AVE, PORT CHARLOTTE 33948",26.988313721253697,-82.15289314
20,2005053721,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"27035 MENTOR LN, PUNTA GORDA 33983",26.99386401004393,-82.00704951
20,2005061420,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:3/12  --STORM DAMAGE,"170 CADDY RD, ROTONDA 33947",26.890090815092773,-82.28340144
20,2005053762,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"20329 ASTORIA, PORT CHARLOTTE 33952",27.00291442102807,-82.11320499
20,2005053759,Building/Trade Permits/Residential/Roofing,"METAL RE-ROOF, HURRICANE REPAIR","20278 ASTORIA AVE, PORT CHARLOTTE 33952",27.00336848270722,-82.11463167
20,2005061421,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE RECOVER SLOPE:5/12,"3587 GILLOT BLVD, PORT CHARLOTTE 33981",26.97522366447919,-82.24758148
20,2005053711,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"2813 LARKSPUR DR, PUNTA GORDA 33950",26.913120143114913,-82.05153651
20,2005053752,Building/Trade Permits/Residential/Roofing,R&R HURRICANE DAMAGED SHINGLES,"24806 NOVA LN, PORT CHARLOTTE 33980",26.99226002685788,-82.03268431
20,2005053757,Building/Trade Permits/Residential/Roofing,RE-ROOF DUE TO HURRACAINE CHARLIE,"32 TUCUMAN ST, PUNTA GORDA 33983",27.030912269428512,-82.01103981
20,2005061341,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:4/12  -- STORM DAMAGE,"26300 ASUNCION DR, PUNTA GORDA 33983",27.028175354293843,-82.01622776
20,2005053731,Building/Trade Permits/Residential/Roofing,RE-ROOF SHINGLE,"6126 GILLOT BLVD, PORT CHARLOTTE 33981",26.947149181400643,-82.21841424
20,2005053700,Building/Trade Permits/Residential/Roofing,INSTALL GAF SHINGLES,"1575 DAVID, ENGLEWOOD 34223",26.945306896687896,-82.34124754
20,2005053714,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"23299 QUASAR BLVD, PORT CHARLOTTE 33980",27.009872346375932,-82.06481169
20,2005053755,Building/Trade Permits/Residential/Roofing,REROOF,"445 MELINDA AVE, PUNTA GORDA 33950",26.94365678576798,-82.02120973
20,2005053718,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"21017 HIGGS DR, PORT CHARLOTTE 33952",26.97144306222997,-82.10434725
20,2005053766,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"210 COBLENTZ, PORT CHARLOTTE 33954",27.026395713248583,-82.08023077
20,2005053763,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"1112 BARBOUR, PORT CHARLOTTE 33948",26.984251061917867,-82.13499454
20,2005053708,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"18049 GARVIN AVE, PORT CHARLOTTE 33948",27.002244877125367,-82.15443422
20,2005053751,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF,"580 CLEARVIEW DR, PORT CHARLOTTE 33953",27.020610874190155,-82.19895168
20,2005053760,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  (HD),"1435 PROPER, PORT CHARLOTTE 33952",27.00536917354707,-82.11237334
20,2005053761,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE  (HD),"1464 NEAPOLITAN RD, Port Charlotte FL 33983",27.009044565700723,-82.02146146
20,2005053732,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF HURRICANE DAMAGE,"23333 SWALLOW AVE, PORT CHARLOTTE 33954",27.02577403285791,-82.06380466
20,2005053704,Building/Trade Permits/Residential/Roofing,RE-ROOF,"2326 BENGAL CT, PUNTA GORDA 33983",26.99388314013364,-82.01463316
20,2005053702,Building/Trade Permits/Residential/Roofing,REMOVE BROKEN TILE REROOF WITH SHINGLE,"18414 TEMPLE, PORT CHARLOTTE 33948",26.987415209542096,-82.14341731
20,2005053748,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF AND FLAT,"27233 WHITMAN AVE, PUNTA GORDA 33983",26.98506341179787,-82.00123599
20,2005053713,Building/Trade Permits/Residential/Roofing,COMPLETE ROOF REPLACEMENT,"1345 YORKSHIRE ST, PORT CHARLOTTE 33952",27.00810235796724,-82.10372155
20,2005061240,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SINGLE PLY FLAT  SLOPE 1/12","21338 PERCY AVE, PORT CHARLOTTE 33952",26.99596791334125,-82.09689338
20,2005061236,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SINGLE PLY FLAT  SLOPE 1/12","22352 AUGUSTA AVE, PORT CHARLOTTE 33952",26.99582682409296,-82.08332059
20,2005053679,Building/Trade Permits/Residential/Roofing,"REMOVE TILE, REPLACE WITH SHINGLE","1478 ATLAS ST, PORT CHARLOTTE 33952",27.004243760547613,-82.11278534
20,2005061302,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLE  SLOPE 3/12    ORIG 6/10/2005","6606 ORANGE BLOSSOM LN, PUNTA GORDA 33982",26.963869116500277,-81.98168939
20,2005061203,Building/Construction/Residential/Miscellaneous,REPAIR DAMAGED ROOF TRUSSES -- STORM DAMAGE INCLUDING ROOF,"22233 TENNYSON AVE, PORT CHARLOTTE 33954",27.018987725172938,-82.0846482
20,2005061220,Building/Construction/Commercial/Remodel,"ROOFING, CARPENTRY, TRUSSES, DRYWALL, ELECTRIC, PLUMB, HVAC, INSULATION","3749 TAMIAMI TER, PORT CHARLOTTE 33952",26.974023810853673,-82.0891189
20,2005061169,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:3/12,"9 CADDY RD, ROTONDA 33947",26.87953369229747,-82.28910832
20,2005061197,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:6/12  -- STORM DAMAGE,"734 CRESTVIEW CIR, PORT CHARLOTTE 33948",26.997686447209777,-82.1245041
20,2005061303,Building/Construction/Residential/Remodel,"DRYWALL AND INSULATION, REPAIR ROOF, PLUMBING AND ELECRTIC","23200 ABRADE AVE, PORT CHARLOTTE 33980",27.005548548154216,-82.06785583
20,2005061235,Building/Construction/Residential/Remodel,"REROOF, SHINGLE, SLOPE 3/12,  MINOR DRYWALL AND INSULATION IN CEILING  WALLS","23391 ABRADE AVE, PORT CHARLOTTE 33980",27.005052566196113,-82.0620498
20,2005061242,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLE  SLOPE 4/12 - 5/12","2261 BREMEN CT, PUNTA GORDA 33983",26.99610510662593,-82.02308649
20,2005061241,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, FLAT  SLOPE 1/12","104 BARRE DR, PORT CHARLOTTE 33952",26.979854548307387,-82.09931178
20,2005061156,Building/Accessories/Residential/Carport,LOT U-657 REBUILD CARPORT AND ROOF OVER SHED -  STORM DAMAGE,"2100 KINGS HWY, PORT CHARLOTTE 33980",26.999233302768417,-82.05657329
20,2005061151,Building/Trade Permits/Residential/Roofing,RE-ROOF MODIFIED BITUMEN,"21123 BERSELL AVE, PORT CHARLOTTE 33952",26.995721912301697,-82.10332482
20,2005053665,Building/Trade Permits/Residential/Roofing,HURRICANE REROOF,"15066 COMMUNITY AVE, PORT CHARLOTTE 33953",27.020218031254966,-82.2032624
20,2005061081,Building/Trade Permits/Residential/Roofing,REROOF REPLACEMENT SHINGLE SLOPE 4/12,"11405 SEVENTH AVE, PUNTA GORDA 33955",26.862845210560515,-82.00321271
20,2005053670,Building/Trade Permits/Residential/Roofing,TEAR OFF AND RESHINGLE,"1421 ULTRAMARINE LN, PUNTA GORDA 33983",27.005575057225045,-82.01981351
20,2005061124,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLES  SLOPE 4/12","14961 SR 31, PUNTA GORDA 33982",26.770140741149383,-81.76044169
20,2005061065,Building/Accessories/Residential/Carport,"LOT 722  ALUM PAN ROOF, CARPORT & BONDED PATIO","2100 KINGS HWY, PORT CHARLOTTE 33980",26.999233302768417,-82.05657329
20,2005061071,Building/Accessories/Residential/Carport,LOT  441   REPLACEMENT ROOF OVER CARPORT & SCREEN ROOM  ORIG 7/18/05      1/31/06,"29200 JONES LOOP RD, PUNTA GORDA 33950",26.877499466515914,-81.99328296
20,2005061139,Building/Trade Permits/Residential/Roofing,"REROOF, REPLACEMENT, SHINGLE, SLOPE 6/12-----ORIGINAL 6-09-2005","3379 IDLEWILD ST, PORT CHARLOTTE 33980",26.97995197697109,-82.07384497
20,2005061109,Building/Construction/Residential/Addition,SHINGLE REPLACE AND ADDITION & MISC INTERIOR REMODEL,"19261 PINE BLUFF CT, PORT CHARLOTTE 33948",26.953464630282806,-82.13174439
20,2005053671,Building/Trade Permits/Residential/Roofing,TEAR OFF AND RESHINGLE,"1232 ALTON RD, PORT CHARLOTTE 33952",27.01122477557248,-82.08400725
20,2005053660,Building/Trade Permits/Residential/Roofing,REPLACE ROOF DAMAGED BY STORM,"125 SINCLAIR ST, PORT CHARLOTTE 33952",26.962243937185292,-82.10218819
20,2005061069,Building/Accessories/Residential/Carport,LOT 326    REPLAEMENT ROOF OVER CARPORT & SCREEN ROOM  ORIG 7/12/05,"29200 JONES LOOP RD, PUNTA GORDA 33950",26.877499466515914,-81.99328296
20,2005061023,Building/Trade Permits/Residential/Roofing,"REROOF, RECOVER WITH REPLACEMENT ON SOUTH SIDE , SHINGLE, SLOPE 5/12","12038 KELLER AVE, PORT CHARLOTTE 33981",26.987026326383386,-82.25415808
20,2005053667,Building/Trade Permits/Residential/Roofing,TEAR OFF & REROOF HURRICANE DAMAGE,"21272 WARDELL AVE, PORT CHARLOTTE 33952",27.00950052486314,-82.09852604
20,2005060870,Building/Trade Permits/Residential/Roofing,"REROOF, REPLACEMENT, SHINGLE, SLOPE 5/12 ORIG 6/9/2005","155 COCONUT ST, PORT CHARLOTTE 33980",26.969644437962067,-82.04267126
20,2005060892,Building/Trade Permits/Residential/Roofing,"RE-ROOF, REPLACE, SHINGLES  SLOPE 5/12  STORM DAMAGE","327 AURORA ST, PORT CHARLOTTE 33948",26.98043241092144,-82.13262183
20,2005053590,Building/Trade Permits/Residential/Roofing,RE-ROOF,"3157 CRESTWOOD DR, PORT CHARLOTTE 33952",26.98458293004342,-82.09291075
20,2005060854,Building/Accessories/Residential/Lanai,STORM DAMAGE CONCRETE SCREEN ROOM WITH PAN ROOF,"301 SALEM AVE, PORT CHARLOTTE 33952",26.979013402796166,-82.09982293
